Category,TypeProduct_Desc,STYLE,Retail_SubClass_Desc,Style_Estimated_Cost,Gender_Desc,Country_Cd,eaFabricCost,eaCMCost,eaTrimCost,eaArtCost,eaWashCost,eaOtherCost,eaFOB,LandingCosts,All.empty,Selling Season,Yesr,Month,Made Year,Minimum Wage (USD)
_APPAREL,KNIT,Pants,Leggings,39.1986,Girl,IN,14.07,4.2,6.3,3.15,1.05,2.1,30.87,8.3286,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,37.9092,Girl,IN,15.12,4.2,6.3,0,2.1,2.1,29.82,8.0892,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,35.3283,Girl,IN,15.12,4.2,6.3,0,1.05,1.05,27.72,7.6083,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,35.3283,Girl,IN,14.07,4.2,6.3,0,1.05,2.1,27.72,7.6083,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,37.9092,Girl,IN,14.07,4.2,8.4,0,1.05,2.1,29.82,8.0892,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,39.1986,Girl,IN,17.22,4.2,6.3,0,1.05,2.1,30.87,8.3286,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,39.1986,Girl,IN,15.12,4.2,6.3,0,2.1,3.15,30.87,8.3286,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,42.7644,Girl,VN,25.41,4.41,3.78,0,0,0,33.6,9.1644,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Leggings,39.1986,Girl,IN,16.8,4.62,6.3,0,1.05,2.1,30.87,8.3286,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,47.1996,Girl,IN,23.31,4.62,6.3,0,1.05,2.1,37.38,9.8196,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,44.3604,Girl,IN,21,4.62,6.3,0,1.05,2.1,35.07,9.2904,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Pants,Leggings,42.6384,Girl,KH,16.59,6.3,3.15,0,1.26,6.3,33.6,9.0384,No,Winter,2015,1,2015,
_APPAREL,KNIT,Pants,Leggings,36.3132,Girl,VN,13.86,6.3,3.78,0,1.26,3.15,28.35,7.9632,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Leggings,36.3132,Girl,VN,11.76,6.3,3.78,0,1.26,5.25,28.35,7.9632,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Leggings,36.1872,Girl,KH,10.71,6.3,3.78,0,1.26,6.3,28.35,7.8372,No,Winter,2015,1,2015,
_APPAREL,KNIT,Pants,Leggings,36.3132,Girl,VN,17.01,6.3,3.78,0,1.26,0,28.35,7.9632,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Leggings,42.6384,Girl,KH,15.96,6.3,3.78,0,1.26,6.3,33.6,9.0384,No,Winter,2015,1,2015,
_APPAREL,KNIT,Pants,Leggings,36.3132,Girl,VN,10.71,6.3,3.78,0,1.26,6.3,28.35,7.9632,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Leggings,42.6384,Girl,KH,15.54,6.3,4.2,0,1.26,6.3,33.6,9.0384,No,Winter,2015,1,2015,
_APPAREL,KNIT,Pants,Fashion,83.6409,Boy,VN,36.96,14.7,9.45,0,2.1,3.15,66.36,17.2809,No,Winter,2015,1,2015,100.85865
_APPAREL,WOVEN,Pants,Fashion,94.2123,Boy,BD,34.44,15.75,12.6,0,2.1,9.87,74.76,19.4523,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,94.3404,Boy,BD,34.44,15.75,12.6,0,2.1,9.87,74.76,19.5804,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Pants,Fashion,62.6367,Girl,VN,24.57,16.8,3.15,0,1.26,3.99,49.77,12.8667,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Fashion,62.6367,Girl,VN,22.26,16.8,3.15,0,1.26,3.99,49.77,12.8667,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Pants,Fashion,62.6367,Girl,VN,28.56,16.8,3.15,0,1.26,0,49.77,12.8667,No,Winter,2015,1,2015,100.85865
_APPAREL,WOVEN,Pants,Fashion,81.1209,Girl,KH,28.35,21,6.3,0,8.4,4.2,68.25,12.8709,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Fashion,119.28,Boy,BD,47.46,21.84,18.27,2.1,1.68,3.15,94.5,24.78,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,118.7571,Boy,BD,41.58,21.84,18.27,1.68,10.08,0.63,94.08,24.6771,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,115.3551,Boy,BD,44.31,21.84,18.27,2.1,1.68,3.15,91.35,24.0051,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,120.5883,Boy,BD,40.74,21.84,18.48,1.68,9.45,3.36,95.55,25.0383,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,120.5883,Boy,BD,41.58,22.26,18.48,1.68,10.08,1.47,95.55,25.0383,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,118.7571,Boy,BD,40.32,22.26,18.48,1.68,9.45,1.89,94.08,24.6771,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,108.9123,Boy,BD,28.35,22.47,16.38,2.1,14.7,2.52,86.52,22.3923,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,149.1084,Girl,BD,58.59,22.68,15.75,17.22,1.68,2.52,118.44,30.6684,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,108.99,Boy,BD,28.14,22.68,16.38,2.1,14.7,2.52,86.52,22.47,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,124.5132,Boy,BD,40.53,22.68,18.48,1.68,13.65,1.68,98.7,25.8132,No,Winter,2016,1,2016,67.31
_APPAREL,KNIT,Pants,Fashion,123.7593,Boy,VN,51.45,22.68,18.9,0,2.1,3.36,98.49,25.2693,No,Winter,2016,1,2016,107.9616
_APPAREL,WOVEN,Pants,Basic,100.6215,Boy,BD,28.14,22.89,16.38,2.1,6.51,3.78,79.8,20.8215,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,111.9531,Boy,BD,42,22.89,17.85,2.1,2.1,1.68,88.62,23.3331,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,105.5922,Girl,BD,34.23,23.1,9.66,0,12.6,4.41,84,21.5922,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,124.5132,Boy,BD,41.58,23.52,18.48,1.68,12.6,0.84,98.7,25.8132,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,121.3737,Boy,BD,41.58,23.94,18.48,1.68,9.45,1.05,96.18,25.1937,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,100.0524,Boy,BD,28.35,24.15,16.38,2.1,7.35,1.05,79.38,20.6724,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,121.3737,Boy,BD,40.32,24.15,18.48,1.68,9.45,2.1,96.18,25.1937,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,101.8752,Boy,BD,28.35,24.36,16.38,2.1,8.4,1.26,80.85,21.0252,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,100.0356,Boy,BD,28.14,24.36,16.38,1.68,7.35,1.47,79.38,20.6556,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,93.9519,Boy,BD,27.3,24.36,17.43,1.26,2.1,2.1,74.55,19.4019,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,107.3499,Boy,BD,28.35,24.57,16.38,2.1,12.6,1.26,85.26,22.0899,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,145.446,Boy,BD,43.05,24.57,22.68,2.1,20.16,2.94,115.5,29.946,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,143.6148,Girl,BD,49.98,24.57,19.11,2.1,12.6,5.67,114.03,29.5848,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,149.1084,Boy,BD,43.05,24.57,22.26,2.1,19.74,6.72,118.44,30.6684,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,100.5648,Boy,BD,28.14,24.78,16.38,1.68,7.35,1.47,79.8,20.7648,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,137.6676,Boy,BD,28.35,25.2,16.38,24.15,12.6,3.15,109.83,27.8376,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,100.5732,Boy,BD,28.35,25.2,16.38,2.1,6.51,1.26,79.8,20.7732,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,107.3331,Boy,BD,28.14,25.2,16.38,1.68,12.6,1.26,85.26,22.0731,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Basic,121.3737,Boy,BD,41.58,26.04,18.48,1.68,7.35,1.05,96.18,25.1937,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,139.8642,Girl,BD,35.7,26.67,16.8,10.5,18.9,3.15,111.72,28.1442,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,150.6792,Boy,BD,55.23,26.88,17.01,0,18.27,2.31,119.7,30.9792,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,110.0148,Girl,BD,41.79,26.88,10.08,0,7.35,1.47,87.57,22.4448,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,73.7583,Girl,CN,19.95,27.3,6.3,0,4.2,4.2,61.95,11.8083,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,99.9642,Girl,CN,36.12,27.3,6.3,0,9.45,5.25,84.42,15.5442,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,145.3221,Girl,CN,52.5,27.3,14.28,2.1,19.95,6.3,122.43,22.8921,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,77.4396,Girl,CN,23.1,27.3,6.3,0,4.2,4.2,65.1,12.3396,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Pants,Fashion,118.8075,Boy,BD,52.5,27.3,9.45,0,2.1,3.15,94.5,24.3075,No,Winter,2016,1,2016,67.31
_APPAREL,KNIT,Pants,Fashion,122.7723,Girl,VN,52.71,27.72,18.27,0,0,0,98.7,24.0723,No,Winter,2016,1,2016,107.9616
_APPAREL,WOVEN,Pants,Fashion,77.4396,Girl,KH,24.78,27.93,5.46,0,3.78,3.15,65.1,12.3396,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Fashion,103.0407,Girl,BD,28.98,27.93,9.66,0,12.6,2.73,81.9,21.1407,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Active Pants,109.7208,Boy,BD,42.84,28.14,9.45,0,2.1,4.62,87.15,22.5708,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,109.7376,Boy,BD,42.84,28.14,9.45,0,2.1,4.62,87.15,22.5876,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,121.2687,Boy,BD,31.92,28.14,15.12,2.1,16.8,2.52,96.6,24.6687,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,90.6171,Girl,KH,21.21,28.35,11.97,2.1,6.3,6.3,76.23,14.3871,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Basic,88.4772,Girl,KH,23.94,28.35,6.09,0,10.5,6.3,75.18,13.2972,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Basic,106.3566,Girl,KH,21,28.35,11.97,2.1,19.95,6.3,89.67,16.6866,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Basic,103.0953,Girl,KH,22.26,28.35,11.97,2.1,15.75,6.3,86.73,16.3653,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Basic,107.2848,Girl,KH,23.73,28.35,11.97,2.1,17.85,6.3,90.3,16.9848,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Fashion,73.2606,Girl,KH,19.53,28.35,5.25,0,4.2,4.2,61.53,11.7306,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Fashion,103.2402,Girl,KH,26.25,28.35,7.35,0,18.9,6.3,87.15,16.0902,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Active Pants,122.5896,Boy,BD,41.16,28.35,21.42,0,2.1,4.62,97.65,24.9396,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,108.2781,Girl,KH,35.28,28.35,12.6,2.1,6.3,6.3,90.93,17.3481,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Fashion,108.2781,Girl,KH,33.18,28.35,13.65,2.1,7.35,6.3,90.93,17.3481,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Fashion,108.2781,Girl,KH,33.39,28.35,13.44,2.1,7.35,6.3,90.93,17.3481,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Fashion,129.15,Boy,BD,40.32,28.56,13.23,0,11.13,9.66,102.9,26.25,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,130.116,Boy,BD,47.88,29.4,12.6,0,12.6,2.52,105,25.116,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,145.3221,Girl,KH,49.98,29.4,13.65,2.1,19.95,7.35,122.43,22.8921,No,Winter,2016,1,2016,
_APPAREL,WOVEN,Pants,Fashion,158.529,Boy,BD,81.06,29.82,11.34,0,2.1,1.68,126,32.529,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,148.0626,Boy,BD,72.66,29.82,11.34,0,2.1,1.68,117.6,30.4626,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,156.6978,Boy,BD,53.34,29.82,23.52,2.1,14.7,1.05,124.53,32.1678,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,145.215,Boy,BD,58.38,30.03,13.44,0,12.6,1.47,115.92,29.295,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,175.5369,Boy,BD,77.49,30.03,18.27,2.1,10.5,1.26,139.65,35.8869,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,129.1605,Boy,BD,37.8,30.45,13.23,0,18.27,3.15,102.9,26.2605,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,148.0626,Boy,BD,43.68,30.66,21.21,2.1,12.6,7.35,117.6,30.4626,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Pants,Fashion,98.2548,Girl,VN,31.5,31.5,13.44,0,1.26,1.05,78.75,19.5048,No,Winter,2015,1,2015,100.85865
_APPAREL,WOVEN,Pants,Fashion,121.1196,Girl,KH,47.88,31.5,9.87,0,8.4,4.2,101.85,19.2696,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Pants,Basic,108.5406,Boy,CN,39.9,31.5,10.5,0,2.1,2.1,86.1,22.4406,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,162.7164,Boy,BD,59.22,31.5,15.96,0,16.8,5.88,129.36,33.3564,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,119.4648,Boy,BD,35.7,31.92,13.44,0,11.55,2.52,95.13,24.3348,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Pants,Fashion,185.5623,Boy,BD,29.82,32.34,64.68,0,14.91,6.72,148.47,37.0923,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Fashion,108.7716,Girl,CN,37.38,32.34,10.08,2.1,5.25,4.2,91.35,17.4216,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Basic,89.7729,Boy,CN,27.93,32.34,7.35,0,4.2,3.78,75.6,14.1729,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,89.7729,Boy,CN,27.93,32.34,7.35,0,4.2,3.78,75.6,14.1729,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,85.2369,Girl,VN,28.35,33.6,3.57,0,2.1,0,67.62,17.6169,No,Winter,2016,1,2016,107.9616
_APPAREL,WOVEN,Pants,Fashion,182.8638,Boy,BD,82.53,33.81,15.33,0,12.6,1.26,145.53,37.3338,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Pants,Fashion,105.714,Boy,VN,36.33,34.02,10.5,0,3.15,0,84,21.714,No,Winter,2015,1,2015,100.85865
_APPAREL,WOVEN,Pants,Fashion,86.0895,Boy,CN,25.62,34.44,5.67,0,3.15,3.57,72.45,13.6395,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,142.0923,Boy,BD,43.89,35.28,17.22,2.1,12.6,2.31,113.4,28.6923,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Pants,Basic,109.4646,Boy,CN,37.8,35.7,6.3,0,2.1,5.25,87.15,22.3146,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Fashion,125.5485,Boy,CN,52.5,35.7,6.3,0,2.1,3.15,99.75,25.7985,No,Winter,2015,1,2015,289.59276
_APPAREL,WOVEN,Pants,Basic,147.7896,Boy,CN,67.2,37.8,6.3,0,3.15,3.15,117.6,30.1896,No,Winter,2015,1,2015,289.59276
_APPAREL,SWEATER,Pants,Leggings,100.6257,Girl,CN,23.1,56.7,1.05,0,0,0,80.85,19.7757,No,Winter,2015,1,2015,289.59276
_APPAREL,SWEATER,Pants,Fashion,99.3342,Girl,CN,17.43,59.85,2.52,0,0,0,79.8,19.5342,No,Winter,2015,1,2015,289.59276
_APPAREL,KNIT,Shorts,Knit,30.7671,Girl,KH,15.33,3.15,4.2,0,1.26,0,23.94,6.8271,No,Winter,2015,1,2015,
_APPAREL,KNIT,Shorts,Knit,30.8931,Girl,KH,15.54,3.99,3.15,0,1.26,0,23.94,6.9531,No,Winter,2015,1,2015,
_APPAREL,KNIT,Shorts,Knit,30.7671,Girl,KH,15.54,3.99,3.15,0,1.26,0,23.94,6.8271,No,Winter,2015,1,2015,
_APPAREL,WOVEN,Shorts,Fashion,96.2535,Boy,BD,32.13,23.31,16.38,0,1.68,2.52,76.02,20.2335,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Shorts,Fashion,131.0547,Boy,BD,36.12,30.45,18.27,0,16.8,2.31,103.95,27.1047,No,Winter,2015,1,2015,68.37
_APPAREL,WOVEN,Shorts,Fashion,126.3444,Boy,BD,43.47,34.02,15.96,0,3.15,3.57,100.17,26.1744,No,Winter,2016,1,2016,67.31
_APPAREL,WOVEN,Shorts,Fashion,142.8294,Boy,BD,45.99,35.07,23.1,0,7.35,1.89,113.4,29.4294,No,Winter,2016,1,2016,67.31
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,104.7501,Boy,IN,45.36,16.8,10.92,8.4,0,7.14,88.62,16.1301,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,97.3938,Boy,IN,42,16.8,10.92,8.4,0,4.2,82.32,15.0738,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,96.1674,Boy,IN,40.95,16.8,10.92,8.4,0,4.2,81.27,14.8974,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,95.8902,Girl,IN,39.27,16.8,12.6,8.4,0,4.2,81.27,14.6202,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,94.668,Girl,IN,38.22,16.8,12.6,8.4,0,4.2,80.22,14.448,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece Cotton,97.1124,Girl,IN,39.27,16.8,12.6,8.4,0,5.25,82.32,14.7924,No,Winter,2016,1,2016,140.305308
SLEEPWEAR,SLEEP,Sleepwear,2-Piece FR,121.128,Boy,KH,44.94,17.85,12.6,13.65,0,7.56,96.6,24.528,No,Winter,2016,1,2016,
SLEEPWEAR,SLEEP,Sleepwear,2-Piece FR,114.618,Boy,KH,42.84,17.85,12.6,7.35,0,10.71,91.35,23.268,No,Winter,2016,1,2016,
ACCESSORIES,SOCKS,Socks,BB Fashion Sock,34.5849,Boy,TW,13.65,6.72,2.1,0,0,6.3,28.77,5.8149,No,Winter,2016,1,2016,
ACCESSORIES,SOCKS,Socks,BB Fashion Sock,36.3342,Boy,TW,14.07,6.72,3.15,0,0,6.3,30.24,6.0942,No,Winter,2016,1,2016,
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,10.71,2.1,8.61,10.92,1.26,0,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,10.71,4.41,2.31,14.91,1.26,0,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,SS,40.1646,Boy,VN,23.1,4.83,3.15,0,0,0,31.08,9.0846,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Knit Top,60.6858,Boy,IN,26.25,5.25,5.25,0,2.1,9.03,47.88,12.8058,No,Winter,2015,1,2015,
_APPAREL,KNIT,Tops,SS,45.7065,Boy,IN,18.9,5.25,3.15,6.3,1.05,1.05,35.7,10.0065,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,SS,40.2885,Boy,IN,9.45,5.25,3.15,8.4,2.1,3.15,31.5,8.7885,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,LS,53.8125,Boy,IN,22.68,5.88,3.15,7.35,1.05,2.1,42.21,11.6025,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,LS,49.6293,Boy,IN,19.32,5.88,3.15,7.35,1.05,2.1,38.85,10.7793,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,LS,45.7653,Boy,VN,10.5,6.3,6.3,7.35,2.1,3.15,35.7,10.0653,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.4238,Boy,VN,14.91,6.3,7.35,0,2.1,3.15,33.81,9.6138,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,42.903,Boy,VN,14.49,6.3,7.35,0,2.1,3.15,33.39,9.513,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,42.9135,Boy,VN,15.54,6.3,6.3,0,2.1,3.15,33.39,9.5235,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.4343,Boy,VN,15.96,6.3,6.3,0,2.1,3.15,33.81,9.6243,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,57.4833,Girl,VN,20.79,6.3,6.3,6.3,2.1,3.15,44.94,12.5433,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,55.3917,Girl,VN,18.06,6.3,7.35,6.3,2.1,3.15,43.26,12.1317,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,SS,41.3427,Girl,VN,9.03,6.3,6.3,5.25,2.1,3.15,32.13,9.2127,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,SS,42.0588,Girl,VN,11.13,6.3,6.3,5.25,2.1,1.47,32.55,9.5088,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,55.9146,Girl,BD,16.8,6.3,3.78,13.65,1.05,2.1,43.68,12.2346,No,Winter,2016,1,2016,67.31
_APPAREL,KNIT,Tops,LS,45.4923,Boy,IN,13.65,6.3,3.15,8.4,2.1,2.1,35.7,9.7923,No,Winter,2016,1,2016,140.305308
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,10.71,6.72,8.61,6.3,1.26,0,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,41.8635,Boy,VN,13.65,7.35,6.3,0,2.1,3.15,32.55,9.3135,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,47.5482,Girl,VN,13.65,7.35,6.3,5.46,2.1,2.1,36.96,10.5882,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Graphic Top,59.052,Boy,VN,26.25,7.35,4.2,4.2,2.1,2.1,46.2,12.852,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Graphic Top,59.052,Boy,VN,26.25,7.35,4.2,6.3,2.1,0,46.2,12.852,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Graphics,47.3382,Boy,VN,19.11,7.35,4.2,4.2,2.1,0,36.96,10.3782,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Graphic Top,61.6665,Boy,VN,28.14,7.35,4.2,6.51,2.1,0,48.3,13.3665,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,Graphics,47.3403,Boy,VN,17.01,7.35,4.2,6.3,2.1,0,36.96,10.3803,No,Winter,2016,1,2016,107.9616
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,9.66,7.77,2.31,12.6,1.26,0,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Graphics,62.1726,Boy,BD,24.15,8.4,4.2,10.08,1.05,1.05,48.93,13.2426,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Tops,Knit Top,66.8955,Girl,BD,27.3,8.4,4.2,10.5,1.05,1.05,52.5,14.3955,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Tops,Graphics,54.8898,Boy,VN,11.55,8.4,8.4,8.4,2.1,4.2,43.05,11.8398,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Graphics,54.6294,Boy,VN,11.55,8.4,8.4,8.4,2.1,3.99,42.84,11.7894,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,Graphic Top,70.8183,Boy,BD,31.5,8.4,4.2,9.45,1.05,1.05,55.65,15.1683,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Tops,Graphics,62.1768,Boy,BD,24.15,8.4,4.2,10.08,1.05,1.05,48.93,13.2468,No,Winter,2015,1,2015,68.37
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,9.66,8.4,2.31,11.97,1.26,0,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,9.66,8.4,2.31,4.2,1.26,7.77,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,10.71,8.4,2.31,6.09,1.26,4.83,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,9.45,8.4,2.31,7.56,1.26,4.62,33.6,9.5004,No,Winter,2015,1,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.1004,Girl,VN,9.66,8.4,2.31,10.5,1.26,1.47,33.6,9.5004,No,Winter,2015,1,2015,100.85865
